Preco,Preco_Predito,Erro,Erro_Absoluto
11563,11676,-113,113
7527,6546,981,981
14113,13514,599,599
7997,7588,409,409
1019,16333,-15314,15314
51589,41247,10342,10342
17562,45812,-28250,28250
21012,27236,-6224,6224
30906,19572,11334,11334
12388,5912,6476,6476
3700,6450,-2750,2750
43592,30810,12782,12782
15994,6031,9963,9963
5018,4090,928,928
,6509,,
18801,16228,2573,2573
9095,7378,1717,1717
,121189,,
41281,41468,-187,187
22894,4426,18468,18468
22433,17305,5128,5128
45542,50387,-4845,4845
784,3637,-2853,2853
10036,10766,-730,730
21639,24050,-2411,2411
,38772,,
34497,42169,-7672,7672
10976,7573,3403,3403
2800,5101,-2301,2301
10192,8155,2037,2037
1882,1658,224,224
1254,8703,-7449,7449
16621,28177,-11556,11556
11917,13359,-1442,1442
39201,39117,84,84
,17928,,
5645,4709,936,936
4861,3575,1286,1286
44843,46236,-1393,1393
26657,14160,12497,12497
12544,8895,3649,3649
9543,12542,-2999,2999
7840,7390,450,450
5425,8172,-2747,2747
34184,11017,23167,23167
11917,13052,-1135,1135
37730,38912,-1182,1182
26657,23275,3382,3382
2822,3604,-782,782
18817,18774,43,43
11290,19136,-7846,7846
17249,19186,-1937,1937
4077,5464,-1387,1387
10349,7996,2353,2353
30,2254,-2224,2224
12858,14406,-1548,1548
16778,15806,972,972
37633,16221,21412,21412
56450,58241,-1791,1791
20385,3300,17085,17085
56371,55743,628,628
10349,15513,-5164,5164
24775,21753,3022,3022
29479,23895,5584,5584
1490,3781,-2291,2291
3500,11068,-7568,7568
7840,7023,817,817
10349,6410,3939,3939
3450,4362,-912,912
22894,15610,7284,7284
23408,22789,619,619
29006,51362,-22356,22356
11770,15024,-3254,3254
470,15286,-14816,14816
862,1582,-720,720
12544,15730,-3186,3186
188,2531,-2343,2343
26149,23600,2549,2549
11300,19467,-8167,8167
10506,17569,-7063,7063
2352,9522,-7170,7170
19416,20460,-1044,1044
1411,2487,-1076,1076
862,909,-47,47
1725,3851,-2126,2126
14897,10470,4427,4427
43592,60717,-17125,17125
4500,8900,-4400,4400
,9074,,
6899,8062,-1163,1163
12544,7500,5044,5044
11604,10280,1324,1324
706,3745,-3039,3039
13485,17445,-3960,3960
22580,17669,4911,4911
16621,14650,1971,1971
392,524,-132,132
3293,7358,-4065,4065
10036,10667,-631,631
14113,9611,4502,4502
36899,38588,-1689,1689
784,4235,-3451,3451
15994,28793,-12799,12799
30517,31309,-792,792
7840,9803,-1963,1963
470,2638,-2168,2168
16935,28920,-11985,11985
6272,6982,-710,710
69935,67599,2336,2336
17876,17489,387,387
13877,16161,-2284,2284
4077,6549,-2472,2472
2666,3688,-1022,1022
13172,11008,2164,2164
14454,18054,-3600,3600
15681,16012,-331,331
14113,23556,-9443,9443
,30912,,
24709,22943,1766,1766
47042,34844,12198,12198
10663,10378,285,285
21953,23281,-1328,1328
,19936,,
14113,9107,5006,5006
,52071,,
862,2718,-1856,1856
19601,16597,3004,3004
24327,31522,-7195,7195
18158,17023,1135,1135
16621,19761,-3140,3140
13172,10612,2560,2560
1254,9119,-7865,7865
43128,42791,337,337
18817,12199,6618,6618
64823,53854,10969,10969
4077,5747,-1670,1670
,14843,,
39201,35592,3609,3609
48610,18274,30336,30336
282,349,-67,67
23082,19664,3418,3418
20171,20412,-241,241
392,1636,-1244,1244
10663,9400,1263,1263
6500,8601,-2101,2101
5645,7860,-2215,2215
14113,11616,2497,2497
78403,47706,30697,30697
15994,14357,1637,1637
26017,30333,-4316,4316
2430,4034,-1604,1604
38609,41109,-2500,2500
21940,22214,-274,274
17844,19468,-1624,1624
1646,1174,472,472
24462,24119,343,343
97219,96168,1051,1051
40,17036,-16996,16996
10492,12060,-1568,1568
40769,36469,4300,4300
10976,9921,1055,1055
6586,7158,-572,572
9408,10463,-1055,1055
10036,8257,1779,1779
108371,69565,38806,38806
17562,21932,-4370,4370
18033,16641,1392,1392
1725,2951,-1226,1226
,21393,,
30856,31094,-238,238
18817,21544,-2727,2727
53314,78783,-25469,25469
26657,68135,-41478,41478
15822,15745,77,77
22715,20103,2612,2612
15681,12443,3238,3238
1333,7584,-6251,6251
19707,18377,1330,1330
16480,19851,-3371,3371
5488,3557,1931,1931
2509,3069,-560,560
15053,15506,-453,453
56136,30449,25687,25687
1646,16384,-14738,14738
941,4291,-3350,3350
21326,6020,15306,15306
31047,3347,27700,27700
7213,2063,5150,5150
12231,10999,1232,1232
470,23235,-22765,22765
42337,20203,22134,22134
21768,20481,1287,1287
19130,16631,2499,2499
4200,2934,1266,1266
15681,7159,8522,8522
314,1459,-1145,1145
13172,16782,-3610,3610
40,4287,-4247,4247
21012,31248,-10236,10236
51746,34071,17675,17675
7370,13219,-5849,5849
18817,19561,-744,744
5645,6359,-714,714
103491,9577,93914,93914
13799,7626,6173,6173
627,1059,-432,432
21326,20410,916,916
10192,18233,-8041,8041
31524,35349,-3825,3825
,16493,,
,16721,,
13172,14507,-1335,1335
23521,30149,-6628,6628
21739,22305,-566,566
862,18121,-17259,17259
3058,3610,-552,552
9095,14057,-4962,4962
7700,8241,-541,541
22649,22722,-73,73
,17255,,
314,3006,-2692,2692
5175,7704,-2529,2529
7213,8329,-1116,1116
16308,16228,80,80
20071,18186,1885,1885
48955,46005,2950,2950
16465,23633,-7168,7168
12287,9432,2855,2855
40556,39276,1280,1280
14113,16042,-1929,1929
34406,34476,-70,70
52959,59885,-6926,6926
17747,21151,-3404,3404
470,3714,-3244,3244
17249,14454,2795,2795
39829,39117,712,712
7840,7025,815,815
8320,10018,-1698,1698
11917,10137,1780,1780
48610,34220,14390,14390
4000,6783,-2783,2783
20005,21871,-1866,1866
5331,4303,1028,1028
13000,30012,-17012,17012
24283,22573,1710,1710
17484,18274,-790,790
7213,7322,-109,109
3800,8824,-5024,5024
15681,15855,-174,174
6476,7816,-1340,1340
4077,3561,516,516
1176,2134,-958,958
157,17184,-17027,17027
5018,1378,3640,3640
47042,85886,-38844,38844
15053,17235,-2182,2182
22580,20542,2038,2038
13172,13840,-668,668
25089,28239,-3150,3150
100,13838,-13738,13738
6272,38169,-31897,31897
16894,14104,2790,2790
30151,41720,-11569,11569
53154,45793,7361,7361
7840,8008,-168,168
941,6284,-5343,5343
15800,15591,209,209
1568,9291,-7723,7723
220,3420,-3200,3200
1411,9044,-7633,7633
30564,32070,-1506,1506
21953,45792,-23839,23839
88595,17475,71120,71120
1960,4186,-2226,2226
16621,11723,4898,4898
21009,18570,2439,2439
24305,28929,-4624,4624
4704,7088,-2384,2384
15681,17461,-1780,1780
157,3279,-3122,3122
549,6483,-5934,5934
12231,2487,9744,9744
1490,1116,374,374
15681,17461,-1780,1780
20385,15737,4648,4648
17876,15515,2361,2361
627,8026,-7399,7399
18817,24232,-5415,5415
10036,6640,3396,3396
15994,15242,752,752
,63042,,
199,71285,-71086,71086
36730,36834,-104,104
157,1449,-1292,1292
,60590,,
25744,39298,-13554,13554
50018,49364,654,654
3763,3680,83,83
627,4371,-3744,3744
31675,21709,9966,9966
14113,17168,-3055,3055
1882,2735,-853,853
,7008,,
5645,7559,-1914,1914
18817,17740,1077,1077
23521,22592,929,929
2666,2046,620,620
470,6064,-5594,5594
22649,22789,-140,140
13015,17510,-4495,4495
51746,28850,22896,22896
,6263,,
25089,32608,-7519,7519
21953,18753,3200,3200
8624,8318,306,306
17346,17006,340,340
8311,6451,1860,1860
7840,9768,-1928,1928
35752,6761,28991,28991
25089,23290,1799,1799
24512,22074,2438,2438
5018,4795,223,223
220,1934,-1714,1714
13642,10635,3007,3007
10663,10087,576,576
6272,7287,-1015,1015
9565,5396,4169,4169
12544,9633,2911,2911
11917,13593,-1676,1676
12858,10817,2041,2041
26343,28307,-1964,1964
19757,17942,1815,1815
260296,129859,130437,130437
392,1499,-1107,1107
23207,26403,-3196,3196
30420,42491,-12071,12071
392,8999,-8607,8607
13485,9894,3591,3591
4300,6105,-1805,1805
19130,18752,378,378
862,909,-47,47
,8275,,
40,4488,-4448,4448
549,8239,-7690,7690
12074,9825,2249,2249
21953,12227,9726,9726
30,3685,-3655,3655
69502,59189,10313,10313
100,22477,-22377,22377
28600,45024,-16424,16424
3607,4547,-940,940
10349,8186,2163,2163
,23063,,
9879,6323,3556,3556
42052,43142,-1090,1090
251,3704,-3453,3453
,16832,,
22266,17034,5232,5232
282,4713,-4431,4431
18817,17783,1034,1034
5645,6524,-879,879
12880,14368,-1488,1488
19384,18293,1091,1091
,9337,,
706,3745,-3039,3039
13799,17722,-3923,3923
25089,18189,6900,6900
12858,16677,-3819,3819
20071,25055,-4984,4984
6586,11990,-5404,5404
23414,30296,-6882,6882
,17275,,
1333,1438,-105,105
18817,16795,2022,2022
13642,18319,-4677,4677
11917,16846,-4929,4929
36692,23144,13548,13548
10192,5657,4535,4535
11133,8397,2736,2736
11133,12260,-1127,1127
,32391,,
55638,34354,21284,21284
25716,32383,-6667,6667
30,6843,-6813,6813
16719,16423,296,296
4700,5729,-1029,1029
13172,17745,-4573,4573
3500,3800,-300,300
12544,10804,1740,1740
45210,39196,6014,6014
13485,12349,1136,1136
7527,6727,800,800
17562,10417,7145,7145
,17088,,
20385,18291,2094,2094
5300,7441,-2141,2141
49751,44723,5028,5028
4861,5684,-823,823
14113,15814,-1701,1701
36235,39329,-3094,3094
706,1302,-596,596
16308,7896,8412,8412
43360,30294,13066,13066
39829,39117,712,712
5331,6565,-1234,1234
27598,36258,-8660,8660
36899,34307,2592,2592
28532,52107,-23575,23575
5018,4343,675,675
3058,4662,-1604,1604
3000,8546,-5546,5546
15681,13172,2509,2509
19444,19028,416,416
21953,19327,2626,2626
314,7194,-6880,6880
51075,40265,10810,10810
4234,2025,2209,2209
8624,7987,637,637
36065,25264,10801,10801
24709,23339,1370,1370
20385,18761,1624,1624
27284,23212,4072,4072
8311,9192,-881,881
157,7528,-7371,7371
37611,40745,-3134,3134
20297,22894,-2597,2597
62722,36591,26131,26131
13799,16564,-2765,2765
14740,19443,-4703,4703
13328,13262,66,66
5488,3637,1851,1851
2600,16768,-14168,14168
15257,15747,-490,490
31361,21250,10111,10111
11604,15431,-3827,3827
9565,11646,-2081,2081
392,8484,-8092,8092
32929,13343,19586,19586
23521,29681,-6160,6160
48547,49044,-497,497
392,4362,-3970,3970
8467,1798,6669,6669
37633,7484,30149,30149
2274,3244,-970,970
10349,8558,1791,1791
392,6732,-6340,6340
4234,4593,-359,359
45542,29880,15662,15662
2200,5571,-3371,3371
19278,22911,-3633,3633
3,26650,-26647,26647
12544,16951,-4407,4407
5331,5765,-434,434
22900,30322,-7422,7422
32578,36208,-3630,3630
6429,3462,2967,2967
14583,19980,-5397,5397
19444,23418,-3974,3974
26108,31399,-5291,5291
4391,7003,-2612,2612
10036,11859,-1823,1823
27294,19865,7429,7429
11604,8303,3301,3301
22894,18473,4421,4421
7527,6799,728,728
470,6065,-5595,5595
18817,16694,2123,2123
627,9879,-9252,9252
188,2784,-2596,2596
,18085,,
14740,18485,-3745,3745
45,4796,-4751,4751
13799,9616,4183,4183
23521,3592,19929,19929
14269,7522,6747,6747
15681,22249,-6568,6568
1490,3882,-2392,2392
25591,20171,5420,5420
47076,44029,3047,3047
30,2913,-2883,2883
18503,18519,-16,16
8154,9061,-907,907
41400,31988,9412,9412
11917,16517,-4600,4600
21326,15349,5977,5977
23207,21869,1338,1338
3058,10583,-7525,7525
5018,9851,-4833,4833
13172,10572,2600,2600
6125,6069,56,56
32302,18926,13376,13376
9722,9479,243,243
39201,28964,10237,10237
188,9640,-9452,9452
35808,45874,-10066,10066
65545,135186,-69641,69641
470,22554,-22084,22084
19444,20328,-884,884
3700,4630,-930,930
9000,39333,-30333,30333
73310,69605,3705,3705
34340,44441,-10101,10101
19071,17265,1806,1806
50861,42671,8190,8190
7840,8322,-482,482
3763,3016,747,747
4547,5527,-980,980
19444,4858,14586,14586
27284,36219,-8935,8935
48610,15104,33506,33506
6272,6639,-367,367
110,1660,-1550,1550
33243,28441,4802,4802
14113,9349,4764,4764
5739,7304,-1565,1565
7840,9609,-1769,1769
31361,28724,2637,2637
1490,9596,-8106,8106
40926,42416,-1490,1490
5959,2516,3443,3443
7840,10714,-2874,2874
19444,27016,-7572,7572
2500,3990,-1490,1490
20005,19001,1004,1004
188,7983,-7795,7795
17249,17592,-343,343
6586,5009,1577,1577
,29071,,
2666,4194,-1528,1528
862,7128,-6266,6266
706,3603,-2897,2897
3500,6248,-2748,2748
35438,58370,-22932,22932
13500,13410,90,90
5331,16809,-11478,11478
5959,17893,-11934,11934
13485,28344,-14859,14859
90,23951,-23861,23861
34497,30194,4303,4303
26657,4283,22374,22374
44517,41009,3508,3508
13172,30197,-17025,17025
30417,23399,7018,7018
15681,16314,-633,633
10100,8384,1716,1716
9252,14383,-5131,5131
25089,37064,-11975,11975
11563,13348,-1785,1785
25399,17618,7781,7781
188,353,-165,165
14113,9217,4896,4896
220,2828,-2608,2608
627,4544,-3917,3917
11133,8397,2736,2736
1800,3444,-1644,1644
14113,21051,-6938,6938
22580,15830,6750,6750
10506,10198,308,308
21950,18141,3809,3809
36065,34095,1970,1970
26657,19180,7477,7477
25889,20044,5845,5845
25402,25471,-69,69
26030,20533,5497,5497
14966,14821,145,145
10349,4886,5463,5463
2274,2541,-267,267
41632,38768,2864,2864
37006,32792,4214,4214
5883,8212,-2329,2329
14740,18215,-3475,3475
2038,6166,-4128,4128
20385,30327,-9942,9942
3293,5020,-1727,1727
11290,7667,3623,3623
5488,3637,1851,1851
16308,19860,-3552,3552
11604,9222,2382,2382
17249,16113,1136,1136
49751,49694,57,57
73698,39352,34346,34346
1098,1941,-843,843
,14308,,
20385,14839,5546,5546
25591,30328,-4737,4737
21796,22321,-525,525
7840,8455,-615,615
25089,24564,525,525
23521,25037,-1516,1516
392,12932,-12540,12540
7683,4607,3076,3076
26657,25038,1619,1619
5018,12020,-7002,7002
,43330,,
52373,31435,20938,20938
470,1881,-1411,1411
9408,9714,-306,306
69935,67599,2336,2336
32929,16093,16836,16836
23207,22961,246,246
52059,51719,340,340
6000,8961,-2961,2961
,17239,,
25873,26923,-1050,1050
16935,14837,2098,2098
33870,35192,-1322,1322
19121,18657,464,464
470,4674,-4204,4204
15530,14860,670,670
26500,32188,-5688,5688
,31614,,
18240,17716,524,524
2117,2865,-748,748
,6871,,
16621,10674,5947,5947
3000,2821,179,179
2195,2802,-607,607
470,4995,-4525,4525
13799,14991,-1192,1192
78403,49044,29359,29359
3136,12379,-9243,9243
29793,36741,-6948,6948
29793,23073,6720,6720
784,3637,-2853,2853
,29904,,
15681,9803,5878,5878
14740,22383,-7643,7643
32973,27564,5409,5409
42667,40373,2294,2294
1019,2815,-1796,1796
706,4435,-3729,3729
23050,4256,18794,18794
3763,5115,-1352,1352
42102,43006,-904,904
18189,14065,4124,4124
23207,19002,4205,4205
10976,15893,-4917,4917
9408,12206,-2798,2798
15329,16218,-889,889
39615,50026,-10411,10411
941,3369,-2428,2428
56136,30449,25687,25687
15257,15891,-634,634
80,23110,-23030,23030
5645,7684,-2039,2039
16621,9543,7078,7078
20,17482,-17462,17462
,23335,,
11290,12662,-1372,1372
10036,10721,-685,685
22357,19591,2766,2766
19416,21977,-2561,2561
22266,28769,-6503,6503
5018,38415,-33397,33397
21953,36971,-15018,15018
15608,13348,2260,2260
45210,38685,6525,6525
6272,15781,-9509,9509
23436,30410,-6974,6974
8781,8102,679,679
8938,95423,-86485,86485
3300,4203,-903,903
22580,10117,12463,12463
6429,4092,2337,2337
12858,17015,-4157,4157
97235,83982,13253,13253
188,3233,-3045,3045
5000,7261,-2261,2261
13739,15962,-2223,2223
8154,8611,-457,457
1019,4374,-3355,3355
32302,18926,13376,13376
24462,24420,42,42
17876,13625,4251,4251
15053,18112,-3059,3059
16000,13622,2378,2378
3450,4716,-1266,1266
2666,3660,-994,994
15035,18076,-3041,3041
7840,7016,824,824
,2754,,
31211,23064,8147,8147
4547,2226,2321,2321
17876,16861,1015,1015
22580,14004,8576,8576
12858,15321,-2463,2463
8097,10076,-1979,1979
103491,53133,50358,50358
157,2241,-2084,2084
300,25597,-25297,25297
314,1175,-861,861
27598,16958,10640,10640
188,3233,-3045,3045
941,7609,-6668,6668
784,3181,-2397,2397
,11723,,
18817,12677,6140,6140
16753,16331,422,422
9565,4001,5564,5564
6272,4693,1579,1579
706,2279,-1573,1573
,5287,,
18503,16693,1810,1810
11259,16491,-5232,5232
14113,13785,328,328
46101,42061,4040,4040
10976,11055,-79,79
314,1537,-1223,1223
16151,23661,-7510,7510
392,3155,-2763,2763
72130,51413,20717,20717
19444,23783,-4339,4339
941,4071,-3130,3130
50,5444,-5394,5394
8781,7347,1434,1434
3763,3669,94,94
8467,7592,875,875
549,3740,-3191,3191
9252,6694,2558,2558
48403,46498,1905,1905
51746,36598,15148,15148
68994,111670,-42676,42676
8154,4640,3514,3514
5175,4600,575,575
18503,13790,4713,4713
549,6678,-6129,6129
19482,21773,-2291,2291
17158,17771,-613,613
12074,17214,-5140,5140
47042,7697,39345,39345
27924,31475,-3551,3551
8467,15609,-7142,7142
24618,18694,5924,5924
6272,10736,-4464,4464
2901,2084,817,817
20385,15553,4832,4832
188,3233,-3045,3045
470,3243,-2773,2773
6899,10005,-3106,3106
26657,35522,-8865,8865
,13217,,
20385,32185,-11800,11800
9408,10763,-1355,1355
1725,2648,-923,923
706,1175,-469,469
11604,38437,-26833,26833
25889,20361,5528,5528
314,1705,-1391,1391
7370,6938,432,432
220,2828,-2608,2608
4077,1999,2078,2078
55638,44455,11183,11183
23521,7619,15902,15902
,3930,,
25089,32294,-7205,7205
8781,9763,-982,982
314,1537,-1223,1223
17876,18985,-1109,1109
9408,12312,-2904,2904
12388,5912,6476,6476
44846,7783,37063,37063
251,2194,-1943,1943
6899,6852,47,47
54568,40767,13801,13801
15994,13578,2416,2416
15053,15760,-707,707
3450,4721,-1271,1271
26030,20533,5497,5497
1200,4245,-3045,3045
941,9739,-8798,8798
49751,44723,5028,5028
157,10857,-10700,10700
19130,8921,10209,10209
30750,31435,-685,685
9408,7781,1627,1627
784,3637,-2853,2853
32302,48490,-16188,16188
784,12978,-12194,12194
20071,17978,2093,2093
10976,15042,-4066,4066
40142,35185,4957,4957
7527,26918,-19391,19391
250,9307,-9057,9057
27654,23836,3818,3818
39499,41028,-1529,1529
9408,7827,1581,1581
,10866,,
7683,4847,2836,2836
27174,24937,2237,2237
,24277,,
12544,13734,-1190,1190
10349,12628,-2279,2279
15000,110651,-95651,95651
549,1074,-525,525
470,3395,-2925,2925
12858,7151,5707,5707
14740,20217,-5477,5477
25889,21034,4855,4855
8311,6830,1481,1481
125444,88157,37287,37287
8467,10750,-2283,2283
45542,46580,-1038,1038
10663,8841,1822,1822
100,16503,-16403,16403
11992,15204,-3212,3212
10976,8098,2878,2878
28830,19657,9173,9173
7840,9588,-1748,1748
392,5960,-5568,5568
706,4266,-3560,3560
17327,18640,-1313,1313
5018,4451,567,567
25456,17231,8225,8225
15994,13987,2007,2007
43902,46999,-3097,3097
14113,6962,7151,7151
5018,7336,-2318,2318
3450,19851,-16401,16401
,9378,,
27284,3803,23481,23481
17484,18244,-760,760
26180,14387,11793,11793
68994,69111,-117,117
6586,4987,1599,1599
41193,31720,9473,9473
12585,13966,-1381,1381
12231,20175,-7944,7944
3136,16053,-12917,12917
16308,18008,-1700,1700
15053,11387,3666,3666
10349,7980,2369,2369
8500,7503,997,997
18817,22917,-4100,4100
17249,17509,-260,260
11290,10196,1094,1094
12231,18546,-6315,6315
44752,53749,-8997,8997
13485,15841,-2356,2356
21169,17532,3637,3637
627,3782,-3155,3155
9565,7803,1762,1762
2352,9522,-7170,7170
627,4461,-3834,3834
36065,42000,-5935,5935
29793,24328,5465,5465
8781,6712,2069,2069
3293,7882,-4589,4589
76029,61446,14583,14583
14113,21204,-7091,7091
32578,38892,-6314,6314
32302,18926,13376,13376
12231,17044,-4813,4813
21326,21450,-124,124
3920,13628,-9708,9708
21639,18558,3081,3081
9408,6989,2419,2419
25716,41861,-16145,16145
12544,16138,-3594,3594
30326,37883,-7557,7557
17876,19784,-1908,1908
7527,8435,-908,908
4234,6729,-2495,2495
10000,9628,372,372
10192,18233,-8041,8041
2666,7029,-4363,4363
65817,55069,10748,10748
18503,16597,1906,1906
20698,17330,3368,3368
35617,55459,-19842,19842
28909,30543,-1634,1634
47217,38768,8449,8449
6899,4007,2892,2892
17249,20203,-2954,2954
19384,18244,1140,1140
188,2579,-2391,2391
3450,2212,1238,1238
16778,19380,-2602,2602
21012,21261,-249,249
25,5559,-5534,5534
862,1144,-282,282
15486,20753,-5267,5267
18817,10890,7927,7927
21395,18443,2952,2952
4704,3435,1269,1269
1490,7834,-6344,6344
48867,51687,-2820,2820
6586,4528,2058,2058
6743,2998,3745,3745
282,349,-67,67
,25192,,
26804,28413,-1609,1609
37006,40504,-3498,3498
549,2552,-2003,2003
24148,34840,-10692,10692
19601,22591,-2990,2990
15367,7835,7532,7532
314,11034,-10720,10720
13172,13056,116,116
,3085,,
49864,18091,31773,31773
1882,4094,-2212,2212
15681,14883,798,798
1490,9596,-8106,8106
18189,18565,-376,376
3763,3892,-129,129
59338,47700,11638,11638
21768,22706,-938,938
24148,17884,6264,6264
6899,9588,-2689,2689
6899,7942,-1043,1043
28532,42206,-13674,13674
27921,28466,-545,545
6272,9320,-3048,3048
3763,5921,-2158,2158
18189,25283,-7094,7094
32772,31127,1645,1645
10976,8734,2242,2242
17876,22108,-4232,4232
15681,19407,-3726,3726
549,3652,-3103,3103
23521,22570,951,951
5802,5158,644,644
27284,34458,-7174,7174
,17838,,
6429,6605,-176,176
13799,20670,-6871,6871
15524,14982,542,542
13799,11826,1973,1973
8781,14786,-6005,6005
62095,55525,6570,6570
,3420,,
470,2638,-2168,2168
706,1352,-646,646
1960,10256,-8296,8296
,16267,,
18189,17585,604,604
2038,3609,-1571,1571
13328,13926,-598,598
,6432,,
7840,10285,-2445,2445
31047,41624,-10577,10577
4000,5570,-1570,1570
7527,13710,-6183,6183
26500,26840,-340,340
6586,6711,-125,125
17249,5467,11782,11782
26149,49182,-23033,23033
9408,8565,843,843
40142,21709,18433,18433
36774,33065,3709,3709
40064,41366,-1302,1302
11290,9550,1740,1740
31361,20300,11061,11061
47038,37897,9141,9141
18817,13633,5184,5184
13172,10308,2864,2864
,15181,,
6115,6863,-748,748
8900,7065,1835,1835
549,11243,-10694,10694
282,5997,-5715,5715
4391,5219,-828,828
2744,4516,-1772,1772
150,27242,-27092,27092
6272,8353,-2081,2081
5645,3566,2079,2079
314,2104,-1790,1790
6272,8206,-1934,1934
,13836,,
3800,6055,-2255,2255
